Hour,Tx10,RHx10
8903,200,259
8904,200,259
8905,200,253
8906,200,260
8907,200,261
8908,200,263
8909,200,264
8910,200,266
8911,200,264
8912,200,267
8913,200,269
8914,200,270
8915,200,271
8916,200,273
8917,200,275
8918,200,277
8919,200,280
8920,200,281
8921,200,282
8922,200,284
8923,200,286
8924,200,287
8925,200,289
8926,200,291
8927,200,293
8928,200,294
8929,200,296
8930,200,299
8931,200,301
8932,200,303
8933,200,305
8934,200,306
8935,200,309
8936,200,312
8937,200,313
8938,200,317
8939,200,319
8940,200,321
8941,200,323
8942,200,326
8943,200,327
8944,200,328
8945,200,331
8946,200,335
8947,200,337
8948,200,339
8949,200,341
8950,200,343
8951,200,347
8952,200,350
8953,200,353
8954,200,355
8955,200,357
8956,200,360
8957,200,362
8958,200,366
8959,200,365
8960,200,369
8961,200,369
8962,200,369
8963,200,371
8964,200,371
8965,200,375
8966,200,375
8967,200,377
8968,200,378
8969,200,379
8970,200,378
8971,200,380
8972,200,381
8973,200,382
8974,200,385
8975,200,385
8976,200,387
8977,200,389
8978,200,389
8979,200,389
8980,200,388
8981,200,382
8982,200,391
8983,200,394
8984,200,396
8985,200,399
8986,200,399
8987,200,401
8988,200,400
8989,200,404
8990,200,405
8991,200,409
8992,200,410
8993,200,410
8994,200,413
8995,200,412
8996,200,414
8997,200,415
8998,200,416
8999,200,420
9000,200,421
9001,200,424
9002,200,424
9003,200,425
9004,200,428
9005,200,429
9006,200,428
9007,200,433
9008,200,429
9009,200,427
9010,200,427
9011,200,424
9012,200,422
9013,200,422
9014,200,420
9015,200,416
9016,200,415
9017,200,415
9018,200,413
9019,200,412
9020,200,408
9021,200,407
9022,200,404
9023,200,404
9024,200,403
9025,200,403
9026,200,400
9027,200,398
9028,200,395
9029,200,394
9030,200,392
9031,200,389
9032,200,392
9033,200,393
9034,200,393
9035,200,394
9036,200,396
9037,200,398
9038,200,400
9039,200,402
9040,200,403
9041,200,402
9042,200,403
9043,200,405
9044,200,406
9045,200,407
9046,200,408
9047,200,410
9048,200,412
9049,200,412
9050,200,414
9051,200,413
9052,200,414
9053,200,417
9054,200,420
9055,200,418
9056,200,418
9057,200,418
9058,200,422
9059,200,421
9060,200,420
9061,200,422
9062,200,420
9063,200,420
9064,200,422
9065,200,422
9066,200,422
9067,200,423
9068,200,422
9069,200,422
9070,200,421
9071,200,423
9072,200,420
9073,200,420
9074,200,420
9075,200,418
9076,200,422
9077,200,423
9078,200,422
9079,200,421
9080,200,423
9081,200,424
9082,200,422
9083,200,423
9084,200,423
9085,200,421
9086,200,420
9087,200,424
9088,200,419
9089,200,419
9090,200,418
9091,200,415
9092,200,414
9093,200,416
9094,200,413
9095,200,412
9096,200,414
9097,200,411
9098,200,412
9099,200,409
9100,200,407
9101,200,406
9102,200,405
9103,200,407
9104,200,407
9105,200,408
9106,200,408
9107,200,408
9108,200,410
9109,200,408
9110,200,408
9111,200,408
9112,200,405
9113,200,408
9114,200,405
9115,200,407
9116,200,407
9117,200,403
9118,200,405
9119,200,404
9120,200,404
9121,200,404
9122,200,403
9123,200,403
9124,200,404
9125,200,404
9126,200,403
9127,200,403
9128,200,402
9129,200,404
9130,200,403
9131,200,405
9132,200,404
9133,200,404
9134,200,407
9135,200,406
9136,200,407
9137,200,407
9138,200,406
9139,200,409
9140,200,407
9141,200,407
9142,200,408
9143,200,409
9144,200,408
9145,200,407
9146,200,407
9147,200,409
9148,200,410
9149,200,409
9150,200,408
9151,200,410
9152,200,409
9153,200,407
9154,200,403
9155,200,401
9156,200,399
9157,200,398
9158,200,394
9159,200,393
9160,200,391
9161,200,387
9162,200,384
9163,200,380
9164,200,378
9165,200,375
9166,200,374
9167,200,371
9168,200,368
9169,200,368
9170,200,364
9171,200,363
9172,200,362
9173,200,358
9174,200,356
9175,200,353
9176,200,354
9177,200,357
9178,200,358
9179,200,361
9180,200,363
9181,200,367
9182,200,367
9183,200,368
9184,200,369
9185,200,369
9186,200,371
9187,200,373
9188,200,373
9189,200,376
9190,200,379
9191,200,377
9192,200,380
9193,200,380
9194,200,383
9195,200,385
9196,200,385
9197,200,386
9198,200,387
9199,200,389
9200,200,390
9201,200,394
9202,200,395
9203,200,397
9204,200,399
9205,200,403
9206,200,404
9207,200,407
9208,200,406
9209,200,410
9210,200,406
9211,200,411
9212,200,409
9213,200,409
9214,200,411
9215,200,413
9216,200,414
9217,200,416
9218,200,415
9219,200,418
9220,200,421
9221,200,421
9222,200,423
9223,200,421
9224,200,424
9225,200,427
9226,200,425
9227,200,429
9228,200,431
9229,200,431
9230,200,428
9231,200,430
9232,200,432
9233,200,433
9234,200,432
9235,200,432
9236,200,434
9237,200,435
9238,200,435
9239,200,435
9240,200,438
9241,200,439
9242,200,436
9243,200,439
9244,200,439
9245,200,441
9246,200,441
9247,200,441
9248,200,442
9249,200,442
9250,200,445
9251,200,443
9252,200,445
9253,200,445
9254,200,447
9255,200,448
9256,200,450
9257,200,448
9258,200,451
9259,200,449
9260,200,450
9261,200,454
9262,200,453
9263,200,453
9264,200,455
9265,200,454
9266,200,455
9267,200,457
9268,200,458
9269,200,456
9270,200,455
9271,200,456
9272,200,453
9273,200,452
9274,200,449
9275,200,449
9276,200,447
9277,200,444
9278,200,442
9279,200,439
9280,200,438
9281,200,434
9282,200,434
9283,200,429
9284,200,426
9285,200,426
9286,200,425
9287,200,422
9288,200,419
9289,200,416
9290,200,415
9291,200,413
9292,200,409
9293,200,410
9294,200,407
9295,200,405
9296,200,406
9297,200,410
9298,200,414
9299,200,420
9300,200,422
9301,200,426
9302,200,426
9303,200,428
9304,200,431
9305,200,435
9306,200,436
9307,200,440
9308,200,445
9309,200,447
9310,200,450
9311,200,451
9312,200,456
9313,200,461
9314,200,462
9315,200,469
9316,200,470
9317,200,473
9318,200,477
9319,200,479
9320,200,486
9321,200,490
9322,200,499
9323,200,502
9324,200,511
9325,200,517
9326,200,521
9327,200,527
9328,200,531
9329,200,537
9330,200,545
9331,200,553
9332,200,556
9333,200,565
9334,200,570
9335,200,573
9336,200,584
9337,200,585
9338,200,595
9339,200,597
9340,200,604
9341,200,614
9342,200,620
9343,200,626
9344,200,627
9345,200,619
9346,200,617
9347,200,613
9348,200,611
9349,200,609
9350,200,605
9351,200,601
9352,200,593
9353,200,587
9354,200,580
9355,200,573
9356,200,568
9357,200,563
9358,200,557
9359,200,554
9360,200,549
9361,200,544
9362,200,537
9363,200,529
9364,200,527
9365,200,523
9366,200,515
9367,200,514
9368,200,511
9369,200,506
9370,200,505
9371,200,501
9372,200,500
9373,200,504
9374,200,499
9375,200,497
9376,200,492
9377,200,487
9378,200,481
9379,200,474
9380,200,469
9381,200,467
9382,200,464
9383,200,460
9384,200,456
9385,200,455
9386,200,452
9387,200,446
9388,200,443
9389,200,445
9390,200,441
9391,200,438
9392,200,437
9393,200,439
9394,200,441
9395,200,443
9396,200,446
9397,200,446
9398,200,450
9399,200,450
9400,200,453
9401,200,455
9402,200,454
9403,200,455
9404,200,461
9405,200,462
9406,200,462
9407,200,465
9408,200,467
9409,200,466
9410,200,469
9411,200,472
9412,200,473
9413,200,474
9414,200,477
9415,200,477
9416,200,479
9417,200,479
9418,200,479
9419,200,483
9420,200,479
9421,200,485
9422,200,482
9423,200,483
9424,200,481
9425,200,484
9426,200,483
9427,200,486
9428,200,483
9429,200,484
9430,200,485
9431,200,480
9432,200,473
9433,200,480
9434,200,483
9435,200,482
9436,200,463
9437,200,482
9438,200,484
9439,200,487
9440,200,485
9441,200,481
9442,200,486
9443,200,482
9444,200,480
9445,200,481
9446,200,480
9447,200,478
9448,200,475
9449,200,470
9450,200,463
9451,200,461
9452,200,457
9453,200,457
9454,200,453
9455,200,455
9456,200,451
9457,200,451
9458,200,447
9459,200,446
9460,200,444
9461,200,439
9462,200,437
9463,200,434
9464,200,433
9465,200,432
9466,200,429
9467,200,428
9468,200,427
9469,200,426
9470,200,428
9471,200,424
9472,200,423
9473,200,421
9474,200,419
9475,200,415
9476,200,412
9477,200,409
9478,200,407
9479,200,407
9480,200,403
9481,200,404
9482,200,402
9483,200,399
9484,200,399
9485,200,396
9486,200,394
9487,200,393
9488,200,390
9489,200,390
9490,200,388
9491,200,388
9492,200,387
9493,200,387
9494,200,387
9495,200,384
9496,200,385
9497,200,383
9498,200,382
9499,200,381
9500,200,382
9501,200,380
9502,200,380
9503,200,377
9504,200,377
9505,200,381
9506,200,377
9507,200,372
9508,200,364
9509,200,368
9510,200,376
9511,200,374
9512,200,372
9513,200,371
9514,200,369
9515,200,367
9516,200,366
9517,200,363
9518,200,361
9519,200,357
9520,200,356
9521,200,354
9522,200,351
9523,200,351
9524,200,348
9525,200,347
9526,200,344
9527,200,344
9528,200,342
9529,200,338
9530,200,336
9531,200,335
9532,200,332
9533,200,331
9534,200,329
9535,200,326
9536,200,321
9537,200,320
9538,200,315
9539,200,314
9540,200,309
9541,200,306
9542,200,305
9543,200,299
9544,200,296
9545,200,293
9546,200,289
9547,200,286
9548,200,282
9549,200,279
9550,200,276
9551,200,272
9552,200,270
9553,200,267
9554,200,265
9555,200,263
9556,200,261
9557,200,258
9558,200,256
9559,200,252
9560,200,255
9561,200,256
9562,200,260
9563,200,261
9564,200,264
9565,200,266
9566,200,267
9567,200,270
9568,200,272
9569,200,274
9570,200,276
9571,200,279
9572,200,281
9573,200,283
9574,200,287
9575,200,289
9576,200,293
9577,200,296
9578,200,299
9579,200,302
9580,200,306
9581,200,302
9582,200,309
9583,200,314
9584,200,317
9585,200,318
9586,200,320
9587,200,323
9588,200,326
9589,200,329
9590,200,330
9591,200,332
9592,200,332
9593,200,333
9594,200,333
9595,200,333
9596,200,333
9597,200,335
9598,200,334
9599,200,334
9600,200,337
9601,200,337
9602,200,339
9603,200,342
9604,200,344
9605,200,344
9606,200,346
9607,200,347
9608,200,348
9609,200,352
9610,200,352
9611,200,355
9612,200,356
9613,200,357
9614,200,356
9615,200,358
9616,200,360
9617,200,358
9618,200,361
9619,200,361
9620,200,362
9621,200,362
9622,200,365
9623,200,366
9624,200,366
9625,200,368
9626,200,371
9627,200,371
9628,200,373
9629,200,373
9630,200,372
9631,200,375
9632,200,373
9633,200,375
9634,200,376
9635,200,378
9636,200,375
9637,200,377
9638,200,377
9639,200,378
9640,200,376
9641,200,371
9642,200,369
9643,200,368
9644,200,365
9645,200,364
9646,200,362
9647,200,362
9648,200,361
9649,200,358
9650,200,358
9651,200,357
9652,200,356
9653,200,355
9654,200,354
9655,200,352
9656,200,353
9657,200,353
9658,200,352
9659,200,355
9660,200,354
9661,200,354
9662,200,354
9663,200,353
9664,200,352
9665,200,349
9666,200,350
9667,200,348
9668,200,348
9669,200,347
9670,200,346
9671,200,346
9672,200,346
9673,200,345
9674,200,346
9675,200,346
9676,200,344
9677,200,345
9678,200,345
9679,200,343
9680,200,344
9681,200,345
9682,200,345
9683,200,348
9684,200,350
9685,200,351
9686,200,350
9687,200,352
9688,200,351
9689,200,350
9690,200,351
9691,200,350
9692,200,351
9693,200,353
9694,200,352
9695,200,353
9696,200,355
9697,200,356
9698,200,357
9699,200,356
9700,200,357
9701,200,357
9702,200,356
9703,200,358
9704,200,357
9705,200,358
9706,200,356
9707,200,358
9708,200,357
9709,200,356
9710,200,356
9711,200,355
9712,200,353
9713,200,352
9714,200,347
9715,200,345
9716,200,346
9717,200,342
9718,200,343
9719,200,340
9720,200,337
9721,200,336
9722,200,335
9723,200,335
9724,200,333
9725,200,331
9726,200,331
9727,200,327
9728,200,331
9729,200,333
9730,200,333
9731,200,336
9732,200,339
9733,200,338
9734,200,341
9735,200,343
9736,200,344
9737,200,344
9738,200,345
9739,200,346
9740,200,347
9741,200,347
9742,200,349
9743,200,350
9744,200,351
9745,200,355
9746,200,354
9747,200,356
9748,200,357
9749,200,358
9750,200,359
9751,200,360
9752,200,365
9753,200,368
9754,200,372
9755,200,374
9756,200,378
9757,200,378
9758,200,383
9759,200,386
9760,200,388
9761,200,390
9762,200,393
9763,200,395
9764,200,397
9765,200,402
9766,200,401
9767,200,409
9768,200,410
9769,200,414
9770,200,418
9771,200,421
9772,200,425
9773,200,426
9774,200,430
9775,200,429
9776,200,428
9777,200,430
9778,200,430
9779,200,431
9780,200,429
9781,200,430
9782,200,431
9783,200,427
9784,200,427
9785,200,419
9786,200,419
9787,200,415
9788,200,412
9789,200,412
9790,200,407
9791,200,404
9792,200,404
9793,200,401
9794,200,402
9795,200,400
9796,200,397
9797,200,396
9798,200,392
9799,200,392
9800,200,392
9801,200,394
9802,200,396
9803,200,397
9804,200,398
9805,200,401
9806,200,402
9807,200,405
9808,200,404
9809,200,404
9810,200,404
9811,200,405
9812,200,404
9813,200,405
9814,200,406
9815,200,405
9816,200,408
9817,200,406
9818,200,407
9819,200,408
9820,200,409
9821,200,411
9822,200,411
9823,200,414
9824,200,412
9825,200,410
9826,200,411
9827,200,411
9828,200,411
9829,200,413
9830,200,410
9831,200,407
9832,200,406
9833,200,399
9834,200,398
9835,200,393
9836,200,390
9837,200,391
9838,200,388
9839,200,385
9840,200,383
9841,200,379
9842,200,377
9843,200,374
9844,200,373
9845,200,373
9846,200,371
9847,200,370
9848,200,370
9849,200,373
9850,200,375
9851,200,378
9852,200,381
9853,200,384
9854,200,382
9855,200,385
9856,200,389
9857,200,388
9858,200,391
9859,200,391
9860,200,391
9861,200,394
9862,200,394
9863,200,395
9864,200,397
9865,200,397
9866,200,402
9867,200,403
9868,200,405
9869,200,404
9870,200,405
9871,200,408
9872,200,411
9873,200,413
9874,200,417
9875,200,419
9876,200,423
9877,200,426
9878,200,426
9879,200,431
9880,200,434
9881,200,435
9882,200,437
9883,200,439
9884,200,442
9885,200,446
9886,200,448
9887,200,450
9888,200,452
9889,200,455
9890,200,458
9891,200,464
9892,200,465
9893,200,465
9894,200,470
9895,200,475
9896,200,475
9897,200,475
9898,200,479
9899,200,478
9900,200,481
9901,200,482
9902,200,486
9903,200,486
9904,200,489
9905,200,486
9906,200,487
9907,200,488
9908,200,491
9909,200,492
9910,200,491
9911,200,490
9912,200,491
9913,200,491
9914,200,495
9915,200,495
9916,200,496
9917,200,498
9918,200,501
9919,200,501
9920,200,495
9921,200,492
9922,200,492
9923,200,491
9924,200,492
9925,200,491
9926,200,489
9927,200,487
9928,200,485
9929,200,477
9930,200,473
9931,200,468
9932,200,465
9933,200,461
9934,200,458
9935,200,453
9936,200,451
9937,200,447
9938,200,443
9939,200,441
9940,200,437
9941,200,437
9942,200,434
9943,200,431
9944,200,435
9945,200,438
9946,200,439
9947,200,445
9948,200,449
9949,200,455
9950,200,456
9951,200,460
9952,200,462
9953,200,462
9954,200,463
9955,200,465
9956,200,464
9957,200,466
9958,200,465
9959,200,468
9960,200,471
9961,200,473
9962,200,475
9963,200,480
9964,200,481
9965,200,486
9966,200,485
9967,200,486
9968,200,491
9969,200,496
9970,200,503
9971,200,509
9972,200,514
9973,200,519
9974,200,525
9975,200,532
9976,200,535
9977,200,538
9978,200,539
9979,200,542
9980,200,550
9981,200,547
9982,200,551
9983,200,553
9984,200,557
9985,200,556
9986,200,559
9987,200,568
9988,200,570
9989,200,574
9990,200,582
9991,200,584
9992,200,584
9993,200,592
9994,200,595
9995,200,593
9996,200,599
9997,200,601
9998,200,607
9999,200,601
10000,200,600
10001,200,591
10002,200,589
10003,200,580
10004,200,573
10005,200,573
10006,200,567
10007,200,564
10008,200,564
10009,200,561
10010,200,559
10011,200,563
10012,200,564
10013,200,553
10014,200,550
10015,200,552
10016,200,553
10017,200,550
10018,200,553
10019,200,557
10020,200,560
10021,200,561
10022,200,560
10023,200,562
10024,200,558
10025,200,559
10026,200,551
10027,200,549
10028,200,549
10029,200,545
10030,200,539
10031,200,540
10032,200,536
10033,200,535
10034,200,535
10035,200,530
10036,200,529
10037,200,524
10038,200,526
10039,200,524
10040,200,527
10041,200,531
10042,200,537
10043,200,545
10044,200,546
10045,200,552
10046,200,554
10047,200,554
10048,200,554
10049,200,558
10050,200,555
10051,200,564
10052,200,561
10053,200,565
10054,200,568
10055,200,572
10056,200,573
10057,200,575
10058,200,578
10059,200,579
10060,200,581
10061,200,579
10062,200,583
10063,200,589
10064,200,584
10065,200,584
10066,200,583
10067,200,585
10068,200,588
10069,200,586
10070,200,579
10071,200,582
10072,200,576
10073,200,573
10074,200,570
10075,200,563
10076,200,564
10077,200,562
10078,200,555
10079,200,556
10080,200,553
10081,200,552
10082,200,549
10083,200,548
10084,200,543
10085,200,544
10086,200,542
10087,200,539
10088,200,538
10089,200,542
10090,200,542
10091,200,543
10092,200,547
10093,200,552
10094,200,549
10095,200,549
10096,200,546
10097,200,547
10098,200,540
10099,200,538
10100,200,538
10101,200,535
10102,200,534
10103,200,534
10104,200,530
10105,200,531
10106,200,528
10107,200,530
10108,200,533
10109,200,526
10110,200,527
10111,200,526
10112,200,527
10113,200,528
10114,200,532
10115,200,537
10116,200,540
10117,200,545
10118,200,544
10119,200,548
10120,200,554
10121,200,550
10122,200,550
10123,200,556
10124,200,553
10125,200,552
10126,200,552
10127,200,554
10128,200,558
10129,200,555
10130,200,559
10131,200,561
10132,200,561
10133,200,560
10134,200,564
10135,200,564
10136,200,567
10137,200,564
10138,200,567
10139,200,567
10140,200,569
10141,200,568
10142,200,566
10143,200,567
10144,200,562
10145,200,559
10146,200,560
10147,200,554
10148,200,554
10149,200,552
10150,200,552
10151,200,550
10152,200,548
10153,200,545
10154,200,552
10155,200,550
10156,200,542
10157,200,541
10158,200,541
10159,200,538
10160,200,538
10161,200,531
10162,200,530
10163,200,527
10164,200,526
10165,200,529
10166,200,527
10167,200,519
10168,200,514
10169,200,506
10170,200,501
10171,200,490
10172,200,484
10173,200,475
10174,200,459
10175,200,466
10176,200,467
10177,200,468
10178,200,466
10179,200,464
10180,200,459
10181,200,458
10182,200,455
10183,200,452
10184,200,455
10185,200,456
10186,200,459
10187,200,463
10188,200,470
10189,200,478
10190,200,481
10191,200,481
10192,200,490
10193,200,487
10194,200,487
10195,200,485
10196,200,484
10197,200,483
10198,200,487
10199,200,487
10200,200,486
10201,200,489
10202,200,490
10203,200,487
10204,200,490
10205,200,492
10206,200,496
10207,200,499
10208,200,496
10209,200,495
10210,200,494
10211,200,498
10212,200,499
10213,200,499
10214,200,494
10215,200,494
10216,200,492
10217,200,490
10218,200,482
10219,200,480
10220,200,474
10221,200,471
10222,200,468
10223,200,465
10224,200,463
10225,200,458
10226,200,460
10227,200,456
10228,200,455
10229,200,454
10230,200,453
10231,200,450
10232,200,453
10233,200,456
10234,200,459
10235,200,463
10236,200,469
10237,200,470
10238,200,479
10239,200,480
10240,200,478
10241,200,481
10242,200,481
10243,200,481
10244,200,486
10245,200,488
10246,200,493
10247,200,492
10248,200,495
10249,200,496
10250,200,501
10251,200,504
10252,200,508
10253,200,511
10254,200,514
10255,200,517
10256,200,516
10257,200,511
10258,200,515
10259,200,518
10260,200,514
10261,200,517
10262,200,516
10263,200,515
10264,200,510
10265,200,504
10266,200,498
10267,200,490
10268,200,487
10269,200,480
10270,200,479
10271,200,472
10272,200,466
10273,200,465
10274,200,461
10275,200,459
10276,200,454
10277,200,449
10278,200,445
10279,200,443
10280,200,448
10281,200,445
10282,200,449
10283,200,453
10284,200,458
10285,200,458
10286,200,464
10287,200,461
10288,200,463
10289,200,458
10290,200,455
10291,200,448
10292,200,445
10293,200,442
10294,200,441
10295,200,438
10296,200,439
10297,200,439
10298,200,439
10299,200,435
10300,200,435
10301,200,436
10302,200,434
10303,200,434
10304,200,434
10305,200,440
10306,200,438
10307,200,439
10308,200,439
10309,200,443
10310,200,441
10311,200,444
10312,200,446
10313,200,445
10314,200,442
10315,200,439
10316,200,439
10317,200,434
10318,200,433
10319,200,431
10320,200,432
10321,200,430
10322,200,429
10323,200,427
10324,200,426
10325,200,424
10326,200,424
10327,200,422
10328,200,426
10329,200,428
10330,200,433
10331,200,437
10332,200,444
10333,200,446
10334,200,450
10335,200,454
10336,200,456
10337,200,459
10338,200,458
10339,200,456
10340,200,453
10341,200,453
10342,200,449
10343,200,448
10344,200,449
10345,200,453
10346,200,452
10347,200,454
10348,200,454
10349,200,455
10350,200,457
10351,200,458
10352,200,461
10353,200,465
10354,200,473
10355,200,480
10356,200,478
10357,200,482
10358,200,487
10359,200,490
10360,200,496
10361,200,496
10362,200,494
10363,200,494
10364,200,495
10365,200,496
10366,200,497
10367,200,495
10368,200,497
10369,200,499
10370,200,502
10371,200,505
10372,200,507
10373,200,509
10374,200,513
10375,200,515
10376,200,519
10377,200,520
10378,200,530
10379,200,532
10380,200,538
10381,200,547
10382,200,546
10383,200,551
10384,200,545
10385,200,550
10386,200,549
10387,200,549
10388,200,542
10389,200,547
10390,200,542
10391,200,541
10392,200,544
10393,200,544
10394,200,546
10395,200,548
10396,200,546
10397,200,548
10398,200,548
10399,200,550
10400,200,548
10401,200,554
10402,200,557
10403,200,551
10404,200,558
10405,200,557
10406,200,555
10407,200,557
10408,200,554
10409,200,551
10410,200,546
10411,200,541
10412,200,535
10413,200,530
10414,200,531
10415,200,529
10416,200,525
10417,200,521
10418,200,516
10419,200,515
10420,200,513
10421,200,510
10422,200,509
10423,200,506
10424,200,507
10425,200,507
10426,200,504
10427,200,509
10428,200,510
10429,200,513
10430,200,516
10431,200,509
10432,200,507
10433,200,496
10434,200,494
10435,200,487
10436,200,484
10437,200,479
10438,200,474
10439,200,475
10440,200,473
10441,200,468
10442,200,466
10443,200,463
10444,200,458
10445,200,454
10446,200,453
10447,200,453
10448,200,453
10449,200,453
10450,200,458
10451,200,458
10452,200,460
10453,200,464
10454,200,463
10455,200,463
10456,200,456
10457,200,453
10458,200,450
10459,200,451
10460,200,443
10461,200,443
10462,200,438
10463,200,435
10464,200,433
10465,200,432
10466,200,429
10467,200,428
10468,200,424
10469,200,424
10470,200,422
10471,200,421
10472,200,420
10473,200,419
10474,200,418
10475,200,418
10476,200,420
10477,200,421
10478,200,417
10479,200,422
10480,200,419
10481,200,415
10482,200,413
10483,200,408
10484,200,408
10485,200,405
10486,200,402
10487,200,399
10488,200,399
10489,200,398
10490,200,396
10491,200,395
10492,200,393
10493,200,393
10494,200,391
10495,200,388
10496,200,388
10497,200,391
10498,200,393
10499,200,395
10500,200,397
10501,200,397
10502,200,401
10503,200,404
10504,200,404
10505,200,406
10506,200,406
10507,200,402
10508,200,400
10509,200,398
10510,200,402
10511,200,400
10512,200,399
10513,200,399
10514,200,399
10515,200,400
10516,200,402
10517,200,404
10518,200,402
10519,200,404
10520,200,403
10521,200,404
10522,200,402
10523,200,403
10524,200,403
10525,200,402
10526,200,404
10527,200,404
10528,200,402
10529,200,403
10530,200,402
10531,200,401
10532,200,402
10533,200,400
10534,200,399
10535,200,401
10536,200,399
10537,200,400
10538,200,399
10539,200,399
10540,200,399
10541,200,401
10542,200,399
10543,200,402
10544,200,399
10545,200,400
10546,200,399
10547,200,399
10548,200,399
10549,200,396
10550,200,396
10551,200,395
10552,200,396
10553,200,393
10554,200,391
10555,200,389
10556,200,388
10557,200,387
10558,200,385
10559,200,384
10560,200,384
10561,200,382
10562,200,378
10563,200,378
10564,200,377
10565,200,376
10566,200,374
10567,200,373
10568,200,370
10569,200,366
10570,200,364
10571,200,360
10572,200,357
10573,200,354
10574,200,349
10575,200,349
10576,200,346
10577,200,340
10578,200,337
10579,200,332
10580,200,327
10581,200,323
10582,200,319
10583,200,315
10584,200,311
10585,200,310
10586,200,306
10587,200,305
10588,200,301
10589,200,298
10590,200,296
10591,200,294
10592,200,296
10593,200,299
10594,200,301
10595,200,304
10596,200,307
10597,200,312
10598,200,313
10599,200,316
10600,200,315
10601,200,317
10602,200,317
10603,200,316
10604,200,316
10605,200,318
10606,200,318
10607,200,320
10608,200,323
10609,200,324
10610,200,326
10611,200,327
10612,200,330
10613,200,332
10614,200,332
10615,200,337
10616,200,341
10617,200,345
10618,200,353
10619,200,360
10620,200,368
10621,200,374
10622,200,382
10623,200,387
10624,200,392
10625,200,399
10626,200,402
10627,200,406
10628,200,412
10629,200,418
10630,200,427
10631,200,431
10632,200,440
10633,200,446
10634,200,456
10635,200,460
10636,200,470
10637,200,477
10638,200,485
10639,200,492
10640,200,495
10641,200,496
10642,200,496
10643,200,497
10644,200,501
10645,200,502
10646,200,506
10647,200,506
10648,200,506
10649,200,506
10650,200,507
10651,200,508
10652,200,506
10653,200,509
10654,200,507
10655,200,511
10656,200,507
10657,200,508
10658,200,510
10659,200,511
10660,200,511
10661,200,511
10662,200,513
10663,200,515
10664,200,515
10665,200,515
10666,200,514
10667,200,514
10668,200,512
10669,200,511
10670,200,514
10671,200,509
10672,200,508
10673,200,504
10674,200,503
10675,200,496
10676,200,497
10677,200,496
10678,200,495
10679,200,490
10680,200,489
10681,200,488
10682,200,483
10683,200,484
10684,200,482
10685,200,478
10686,200,477
10687,200,479
10688,200,478
10689,200,480
10690,200,481
10691,200,483
10692,200,486
10693,200,482
10694,200,484
10695,200,483
10696,200,483
10697,200,480
10698,200,477
10699,200,474
10700,200,471
10701,200,466
10702,200,463
10703,200,465
10704,200,466
10705,200,464
10706,200,462
10707,200,461
10708,200,460
10709,200,456
10710,200,459
10711,200,456
10712,200,462
10713,200,467
10714,200,475
10715,200,483
10716,200,492
10717,200,499
10718,200,502
10719,200,512
10720,200,516
10721,200,516
10722,200,522
10723,200,519
10724,200,523
10725,200,527
10726,200,529
10727,200,535
10728,200,543
10729,200,548
10730,200,552
10731,200,553
10732,200,558
10733,200,561
10734,200,567
10735,200,572
10736,200,571
10737,200,580
10738,200,581
10739,200,589
10740,200,594
10741,200,600
10742,200,608
10743,200,602
10744,200,598
10745,200,588
10746,200,573
10747,200,565
10748,200,556
10749,200,549
10750,200,546
10751,200,538
10752,200,529
10753,200,525
10754,200,524
10755,200,522
10756,200,514
10757,200,515
10758,200,514
10759,200,514
10760,200,513
10761,200,509
10762,200,514
10763,200,516
10764,200,520
10765,200,518
10766,200,521
10767,200,526
10768,200,523
10769,200,517
10770,200,510
10771,200,501
10772,200,502
10773,200,491
10774,200,489
10775,200,485
10776,200,482
10777,200,479
10778,200,478
10779,200,476
10780,200,474
10781,200,474
10782,200,471
10783,200,469
10784,200,470
10785,200,475
10786,200,477
10787,200,481
10788,200,485
10789,200,495
10790,200,497
10791,200,498
10792,200,506
10793,200,506
10794,200,507
10795,200,508
10796,200,514
10797,200,514
10798,200,515
10799,200,518
10800,200,524
10801,200,527
10802,200,529
10803,200,533
10804,200,534
10805,200,538
10806,200,543
10807,200,545
10808,200,548
10809,200,549
10810,200,547
10811,200,553
10812,200,554
10813,200,560
10814,200,560
10815,200,557
10816,200,558
10817,200,555
10818,200,551
10819,200,545
10820,200,541
10821,200,538
10822,200,537
10823,200,537
10824,200,534
10825,200,534
10826,200,531
10827,200,531
10828,200,529
10829,200,527
10830,200,526
10831,200,530
10832,200,530
10833,200,538
10834,200,538
10835,200,543
10836,200,542
10837,200,551
10838,200,556
10839,200,551
10840,200,545
10841,200,540
10842,200,534
10843,200,527
10844,200,523
10845,200,523
10846,200,519
10847,200,519
10848,200,512
10849,200,516
10850,200,513
10851,200,512
10852,200,508
10853,200,509
10854,200,507
10855,200,510
10856,200,510
10857,200,510
10858,200,519
10859,200,522
10860,200,534
10861,200,531
10862,200,540
10863,200,535
10864,200,539
10865,200,528
10866,200,526
10867,200,519
10868,200,515
10869,200,509
10870,200,507
10871,200,507
10872,200,506
10873,200,507
10874,200,504
10875,200,508
10876,200,509
10877,200,509
10878,200,506
10879,200,509
10880,200,511
10881,200,518
10882,200,519
10883,200,527
10884,200,526
10885,200,527
10886,200,533
10887,200,530
10888,200,531
10889,200,525
10890,200,517
10891,200,515
10892,200,515
10893,200,509
10894,200,511
10895,200,505
10896,200,506
10897,200,509
10898,200,504
10899,200,503
10900,200,502
